Date,Departure Airport,Departure Airport Rating (out of 10),Departure Airport On Time Rating (out of 10),Departure Airport Service Rating (out of 10),Arrival Airport,Arrival Airport Rating (out of 10),Arrival Airport On Time Rating (out of 10),Arrival Airport Service Rating (out of 10),Airplane Type,Expected Departure Time,Departure Time,Departure Delay,Duration,Expected Arrival Time,Arrival Time,Arrival Time Delay,Carrier,Carrier Rating (out of 10),Carrier Market Share (out of 100),Carrier Load Factor (out of 100),Carrier On Time Performance Rating (out of 100),totalSnow_cm,DewPointC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
24-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,21:15,22:47,01:32:00,02:11,23:30,00:58,-22:32:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
24-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:31,05:50,00:19:00,00:00,07:35,07:50,00:15:00,Go Air,7.2,8.8,93.3,91.8,0,3,7,0,29,0,1017,23,10,292,6
24-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:10,00:05:00,01:56,09:10,09:06,-0:04:00,Air India,6.6,12,80.75,70.3,0,3,7,0,29,0,1017,23,10,292,6
25-12-2019,CCU,,,,DEL,7.99,7.3,9.1,B737,07:35,07:42,00:07:00,02:13,10:15,09:55,-0:20:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
25-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:50,05:07,00:17:00,01:50,07:00,06:57,-0:03:00,Indigo,7.9,39.7,90.9,87.4,0,5,9,0,47,0,1017,16,10,300,8
25-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,06:45,06:49,00:04:00,01:43,09:05,08:32,-0:33:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
25-12-2019,BLR,,,,BOM,7.29,6.2,9,A20N,04:55,05:05,00:10:00,01:19,06:40,06:24,-0:16:00,Indigo,7.9,39.7,90.9,87.4,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:56,01:01:00,02:27,08:35,09:23,00:48:00,Spicejet,6.8,13.1,93.9,74.7,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,B738,21:10,21:52,00:42:00,01:41,23:30,23:32,00:02:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
25-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,06:40,06:47,00:07:00,01:16,08:15,08:03,-0:12:00,Vistara,9.2,3.6,81.8,89,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,07:00,07:16,00:16:00,02:22,09:40,09:38,-0:02:00,Vistara,9.2,3.6,81.8,89,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:08,-0:02:00,02:19,09:35,09:27,-0:08:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
25-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,20:55,22:05,01:10:00,01:47,23:00,23:52,00:52:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
25-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:05,07:22,00:17:00,01:47,09:25,09:09,-0:16:00,Vistara,9.2,3.6,81.8,89,0,5,9,0,47,0,1017,16,10,300,8
25-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,05:40,05:57,00:17:00,02:12,08:20,08:09,-0:11:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
25-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,05:25,05:31,00:06:00,01:25,07:10,06:56,-0:14:00,Spicejet,6.8,13.1,93.9,74.7,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,04:00,04:08,00:08:00,02:20,06:50,06:28,-0:22:00,Indigo,7.9,39.7,90.9,87.4,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:45,10:03,04:18:00,01:24,07:20,11:26,04:06:00,Go Air,7.2,8.8,93.3,91.8,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,21:15,21:21,00:06:00,01:46,23:30,23:07,-0:23:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
25-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,10:20,11:55,01:35:00,02:05,12:55,14:00,01:05:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
25-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:05,06:48,00:43:00,01:49,08:15,08:37,00:22:00,Air Asia,7.4,4,86,89.1,0,5,9,0,47,0,1017,16,10,300,8
25-12-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:31,05:39,00:08:00,01:21,07:10,06:59,-0:11:00,Air Asia,7.4,4,86,89.1,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:28,00:18:00,02:21,08:55,08:49,-0:06:00,Air India,6.6,12,80.75,70.3,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,CCU,,,,DEL,7.99,7.3,9.1,,06:55,06:57,00:02:00,02:12,09:15,09:09,-0:06:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
25-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,05:50,06:03,00:13:00,02:22,08:35,08:25,-0:10:00,Air Asia,7.4,4,86,89.1,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,08:33,01:33:00,01:36,09:10,10:09,00:59:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
25-12-2019,BLR,,,,BOM,7.29,6.2,9,,06:45,06:55,00:10:00,01:21,08:35,08:16,-0:19:00,Air India,6.6,12,80.75,70.3,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,11:40,11:51,00:11:00,02:31,14:35,14:21,-0:14:00,Go Air,7.2,8.8,93.3,91.8,0,18,18,37,75,0,1015,23,10,94,16
25-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,06:05,06:14,00:09:00,02:14,08:30,08:28,-0:02:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
25-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:31,06:23,00:52:00,01:49,07:35,08:13,00:38:00,Go Air,7.2,8.8,93.3,91.8,0,5,9,0,47,0,1017,16,10,300,8
25-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:17,00:12:00,01:47,09:10,09:03,-0:07:00,Air India,6.6,12,80.75,70.3,0,5,9,0,47,0,1017,16,10,300,8
26-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:50,04:51,00:01:00,01:42,07:00,06:33,-0:27:00,Indigo,7.9,39.7,90.9,87.4,0,2,8,0,31,0,1016,20,10,303,7
26-12-2019,BLR,,,,BOM,7.29,6.2,9,A20N,04:55,05:00,00:05:00,01:23,06:40,06:23,-0:17:00,Indigo,7.9,39.7,90.9,87.4,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:11,00:16:00,02:28,08:35,08:38,00:03:00,Spicejet,6.8,13.1,93.9,74.7,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,CCU,,,,DEL,7.99,7.3,9.1,B737,07:35,07:50,00:15:00,02:10,10:15,10:00,-0:15:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
26-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,B738,21:10,21:35,00:25:00,01:49,23:30,23:24,-0:06:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
26-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:08,-0:02:00,02:09,09:35,09:18,-0:17:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
26-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,07:00,07:11,00:11:00,02:31,09:40,09:41,00:01:00,Vistara,9.2,3.6,81.8,89,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,20:55,21:57,01:02:00,01:53,23:00,23:50,00:50:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
26-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:05,07:22,00:17:00,01:45,09:25,09:07,-0:18:00,Vistara,9.2,3.6,81.8,89,0,2,8,0,31,0,1016,20,10,303,7
26-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,06:40,06:45,00:05:00,01:18,08:15,08:02,-0:13:00,Vistara,9.2,3.6,81.8,89,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,06:45,06:58,00:13:00,01:46,09:05,08:44,-0:21:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
26-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,05:25,08:07,02:42:00,01:21,07:10,09:28,02:18:00,Spicejet,6.8,13.1,93.9,74.7,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,05:40,05:36,-0:04:00,02:11,08:20,07:47,-0:33:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
26-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,04:00,04:11,00:11:00,02:22,06:50,06:33,-0:17:00,Indigo,7.9,39.7,90.9,87.4,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,11:44,05:59:00,01:31,07:20,13:15,05:55:00,Go Air,7.2,8.8,93.3,91.8,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,10:20,11:48,01:28:00,02:07,12:55,13:54,00:59:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
26-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:05,06:30,00:25:00,01:45,08:15,08:15,00:00:00,Air Asia,7.4,4,86,89.1,0,2,8,0,31,0,1016,20,10,303,7
26-12-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:31,05:34,00:03:00,01:20,07:10,06:54,-0:16:00,Air Asia,7.4,4,86,89.1,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:25,00:15:00,02:29,08:55,08:53,-0:02:00,Air India,6.6,12,80.75,70.3,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,CCU,,,,DEL,7.99,7.3,9.1,,06:55,06:58,00:03:00,02:12,09:15,09:10,-0:05:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
26-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,05:50,05:58,00:08:00,02:25,08:35,08:23,-0:12:00,Air Asia,7.4,4,86,89.1,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,08:52,01:52:00,01:41,09:10,10:33,01:23:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
26-12-2019,BLR,,,,BOM,7.29,6.2,9,,06:45,06:52,00:07:00,01:22,08:35,08:13,-0:22:00,Air India,6.6,12,80.75,70.3,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,11:40,12:14,00:34:00,02:34,14:35,14:48,00:13:00,Go Air,7.2,8.8,93.3,91.8,0,18,11,67,88,0,1014,20,6,104,9
26-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,06:05,05:58,-0:07:00,02:09,08:30,08:07,-0:23:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
26-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,21:15,22:27,01:12:00,01:56,23:30,00:22,-23:08:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
26-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:20,00:15:00,01:43,09:10,09:04,-0:06:00,Air India,6.6,12,80.75,70.3,0,2,8,0,31,0,1016,20,10,303,7
27-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,06:45,06:50,00:05:00,01:48,09:05,08:38,-0:27:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
27-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:50,04:51,00:01:00,01:40,07:00,06:32,-0:28:00,Indigo,7.9,39.7,90.9,87.4,0,1,8,0,34,0,1016,17,10,303,7
27-12-2019,BLR,,,,BOM,7.29,6.2,9,A20N,04:55,05:05,00:10:00,01:32,06:40,06:37,-0:03:00,Indigo,7.9,39.7,90.9,87.4,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:12,00:17:00,02:35,08:35,08:47,00:12:00,Spicejet,6.8,13.1,93.9,74.7,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,CCU,,,,DEL,7.99,7.3,9.1,B737,07:35,07:49,00:14:00,02:06,10:15,09:55,-0:20:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
27-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:41,00:41:00,02:34,09:40,10:15,00:35:00,Vistara,9.2,3.6,81.8,89,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,05:25,05:33,00:08:00,01:28,07:10,07:01,-0:09:00,Spicejet,6.8,13.1,93.9,74.7,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,07:10,07:12,00:02:00,02:11,09:35,09:23,-0:12:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
27-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:05,07:18,00:13:00,01:49,09:25,09:07,-0:18:00,Vistara,9.2,3.6,81.8,89,0,1,8,0,34,0,1016,17,10,303,7
27-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,06:40,07:16,00:36:00,01:39,08:15,08:55,00:40:00,Vistara,9.2,3.6,81.8,89,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,05:40,05:53,00:13:00,02:11,08:20,08:04,-0:16:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
27-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,B738,21:10,21:33,00:23:00,01:46,23:30,23:20,-0:10:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
27-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,04:00,04:05,00:05:00,02:30,06:50,06:35,-0:15:00,Indigo,7.9,39.7,90.9,87.4,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,20:55,21:17,00:22:00,01:51,23:00,23:08,00:08:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
27-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,21:15,21:20,00:05:00,01:51,23:30,23:11,-0:19:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
27-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,10:20,11:23,01:03:00,02:11,12:55,13:34,00:39:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
27-12-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,06:08,00:23:00,01:36,07:20,07:44,00:24:00,Go Air,7.2,8.8,93.3,91.8,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:05,06:17,00:12:00,01:39,08:15,07:56,-0:19:00,Air Asia,7.4,4,86,89.1,0,1,8,0,34,0,1016,17,10,303,7
27-12-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:31,05:46,00:15:00,01:35,07:10,07:21,00:11:00,Air Asia,7.4,4,86,89.1,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:34,00:24:00,02:40,08:55,09:14,00:19:00,Air India,6.6,12,80.75,70.3,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,05:50,05:56,00:06:00,02:30,08:35,08:25,-0:10:00,Air Asia,7.4,4,86,89.1,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:45,00:45:00,01:52,09:10,09:37,00:27:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
27-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:26,00:21:00,01:52,09:10,09:18,00:08:00,Air India,6.6,12,80.75,70.3,0,1,8,0,34,0,1016,17,10,303,7
27-12-2019,BLR,,,,BOM,7.29,6.2,9,,06:45,07:22,00:37:00,01:39,08:35,09:01,00:26:00,Air India,6.6,12,80.75,70.3,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,11:40,12:45,01:05:00,02:38,14:35,15:23,00:48:00,Go Air,7.2,8.8,93.3,91.8,0,17,13,27,88,0,1013,19,10,112,9
27-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,05:55,-0:10:00,02:10,08:30,08:05,-0:25:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
27-12-2019,CCU,,,,DEL,7.99,7.3,9.1,,06:55,07:15,00:20:00,02:15,09:15,09:29,00:14:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
28-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,04:50,05:39,00:49:00,01:40,07:00,07:20,00:20:00,Indigo,7.9,39.7,90.9,87.4,0,-1,8,0,26,0,1020,19,10,330,6
28-12-2019,BLR,,,,BOM,7.29,6.2,9,A320,04:55,05:01,00:06:00,01:32,06:40,06:34,-0:06:00,Indigo,7.9,39.7,90.9,87.4,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:27,00:32:00,02:42,08:35,09:09,00:34:00,Spicejet,6.8,13.1,93.9,74.7,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,CCU,,,,DEL,7.99,7.3,9.1,B737,07:35,07:55,00:20:00,02:15,10:15,10:10,-0:05:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
28-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,B738,21:10,21:39,00:29:00,01:44,23:30,23:23,-0:07:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
28-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:11,00:01:00,02:12,09:35,09:23,-0:12:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
28-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,07:00,07:18,00:18:00,02:42,09:40,10:01,00:21:00,Vistara,9.2,3.6,81.8,89,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:05,08:52,01:47:00,01:50,09:25,10:42,01:17:00,Vistara,9.2,3.6,81.8,89,0,-1,8,0,26,0,1020,19,10,330,6
28-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,20:55,21:50,00:55:00,01:44,23:00,23:33,00:33:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
28-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,06:40,06:52,00:12:00,01:28,08:15,08:20,00:05:00,Vistara,9.2,3.6,81.8,89,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,06:45,06:51,00:06:00,01:58,09:05,08:49,-0:16:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
28-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,05:25,05:30,00:05:00,01:25,07:10,06:55,-0:15:00,Spicejet,6.8,13.1,93.9,74.7,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,05:40,05:40,00:00:00,02:26,08:20,08:07,-0:13:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
28-12-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,05:57,00:12:00,01:28,07:20,07:25,00:05:00,Go Air,7.2,8.8,93.3,91.8,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,05:50,06:00,00:10:00,02:35,08:35,08:35,00:00:00,Air Asia,7.4,4,86,89.1,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,04:00,04:12,00:12:00,03:19,06:50,07:31,00:41:00,Indigo,7.9,39.7,90.9,87.4,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,10:20,11:28,01:08:00,02:03,12:55,13:31,00:36:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
28-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:05,06:39,00:34:00,01:49,08:15,08:27,00:12:00,Air Asia,7.4,4,86,89.1,0,-1,8,0,26,0,1020,19,10,330,6
28-12-2019,BLR,,,,BOM,7.29,6.2,9,A320,05:31,05:46,00:15:00,01:31,07:10,07:16,00:06:00,Air Asia,7.4,4,86,89.1,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:25,00:15:00,02:39,08:55,09:04,00:09:00,Air India,6.6,12,80.75,70.3,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,CCU,,,,DEL,7.99,7.3,9.1,,06:55,07:05,00:10:00,02:39,09:15,09:44,00:29:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
28-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,08:32,01:27:00,01:47,09:10,10:18,01:08:00,Air India,6.6,12,80.75,70.3,0,-1,8,0,26,0,1020,19,10,330,6
28-12-2019,BLR,,,,BOM,7.29,6.2,9,,06:45,06:58,00:13:00,01:29,08:35,08:27,-0:08:00,Air India,6.6,12,80.75,70.3,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,11:40,11:57,00:17:00,02:32,14:35,14:30,-0:05:00,Go Air,7.2,8.8,93.3,91.8,0,16,19,20,79,0,1013,20,10,98,13
28-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A20N,06:05,06:10,00:05:00,02:06,08:30,08:16,-0:14:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
28-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,21:15,21:44,00:29:00,02:05,23:30,23:49,00:19:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
28-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:37,00:37:00,02:05,09:10,09:42,00:32:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
29-12-2019,CCU,,,,DEL,7.99,7.3,9.1,B737,07:35,07:42,00:07:00,02:06,10:15,09:48,-0:27:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
29-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A20N,06:45,06:50,00:05:00,01:41,09:05,08:31,-0:34:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
29-12-2019,BLR,,,,BOM,7.29,6.2,9,A320,04:55,04:55,00:00:00,01:21,06:40,06:16,-0:24:00,Indigo,7.9,39.7,90.9,87.4,0,16,20,73,77,0.1,1014,21,9,103,14
29-12-2019,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:19,00:24:00,02:35,08:35,08:54,00:19:00,Spicejet,6.8,13.1,93.9,74.7,0,16,20,73,77,0.1,1014,21,9,103,14
29-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,B738,21:10,21:20,00:10:00,01:43,23:30,23:03,-0:27:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
29-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:50,05:05,00:15:00,01:46,07:00,06:51,-0:09:00,Indigo,7.9,39.7,90.9,87.4,0,2,3,0,36,0,1019,17,10,141,2
29-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,07:00,07:20,00:20:00,02:28,09:40,09:48,00:08:00,Vistara,9.2,3.6,81.8,89,0,16,20,73,77,0.1,1014,21,9,103,14
29-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:12,00:02:00,02:08,09:35,09:20,-0:15:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
29-12-2019,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,A320,20:55,21:04,00:09:00,01:44,23:00,22:48,-0:12:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
29-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:05,07:23,00:18:00,01:43,09:25,09:05,-0:20:00,Vistara,9.2,3.6,81.8,89,0,2,3,0,36,0,1019,17,10,141,2
29-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,05:25,05:28,00:03:00,01:20,07:10,06:48,-0:22:00,Spicejet,6.8,13.1,93.9,74.7,0,16,20,73,77,0.1,1014,21,9,103,14
29-12-2019,CCU,,,,DEL,7.99,7.3,9.1,A320,05:40,05:39,-0:01:00,02:02,08:20,07:41,-0:39:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
29-12-2019,BLR,,,,BOM,7.29,6.2,9,B738,06:40,06:52,00:12:00,01:25,08:15,08:16,00:01:00,Vistara,9.2,3.6,81.8,89,0,16,20,73,77,0.1,1014,21,9,103,14
29-12-2019,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,06:24,00:39:00,01:23,07:20,07:46,00:26:00,Go Air,7.2,8.8,93.3,91.8,0,16,20,73,77,0.1,1014,21,9,103,14
29-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A20N,04:00,04:00,00:00:00,02:32,06:50,06:32,-0:18:00,Indigo,7.9,39.7,90.9,87.4,0,16,20,73,77,0.1,1014,21,9,103,14
29-12-2019,BLR,,,,DEL,7.99,7.3,9.1,A320,05:50,05:55,00:05:00,02:25,08:35,08:20,-0:15:00,Air Asia,7.4,4,86,89.1,0,16,20,73,77,0.1,1014,21,9,103,14
29-12-2019,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,06:05,06:27,00:22:00,01:48,08:15,08:15,00:00:00,Air Asia,7.4,4,86,89.1,0,2,3,0,36,0,1019,17,10,141,2
